"id","Longitude","Latitude","ndd","ndd5","cdd","bioc_1","bioc_2","bioc_3","bioc_4","bioc_5","bioc_6","bioc_7","bioc_8","bioc_9","bioc_10","bioc_11","bioc_12","bioc_13","bioc_14","bioc_15","bioc_16","bioc_17","bioc_18","bioc_19","bioc_21","bioc_22","bioc_23","bioc_24","bioc_25","bioc_26","bioc_27","bioc_28","bioc_29","dewpoint","rsds","t10","rnge","ttrm","vpd"
"Mulungu_COD",28.786117,2.337317,160.444444444444,278.222222222222,51.2222222222222,24.2627725867588,10.5401954881166,67.5961661115367,135.776147227017,33.890148829812,18.2775379613879,15.6126108684241,23.8187411457595,25.4834750550143,26.1497565641904,22.9167110945969,1924.42105950043,255.106834000183,37.8457632633282,43.3087713912185,661.731973839407,211.234780248078,307.510887256196,567.029107837084,602.869262056841,27.1513482001818,77.0070758474124,36.8941528235984,40.112923023814,128.846925167104,200.951944224713,207.643946006589,116.944843349788,291.419038335278,2087665724.51133,0,10.5401954881166,6273.81136067709,0.928878780340851
"Mwito_RWA",29.18558,-2.3215082,150.777777777778,293.888888888889,47,18.4999703151319,8.70597418504365,84.4176830499381,34.6318209899512,23.7807884225424,13.457554909035,10.3232335135074,18.5495024962258,18.2864266842592,18.8807649888303,18.1244222283872,1761.88741475294,722.998334631324,8.1375918565318,85.037741139407,1017.84253007806,73.8155588272978,332.907953456571,162.84852653508,461.396748340856,14.0262242836865,45.5399824391438,27.2712050289301,18.2687774102137,102.091025914751,125.991819088159,122.707091088389,115.815709905384,286.917195519968,2072350087.6958,0,8.70597418504365,3632.31147596572,0.519220188956611
"Mzuzu_MWI",34.05,-11.1833333,220.444444444444,307.888888888889,144.777777777778,18.9827398549327,8.10629293117189,51.6172572918052,233.010112931828,26.4576831995373,10.7158734502758,15.7418097492615,20.5338446161021,17.2044305033439,21.2629000768202,15.7743498260972,1597.17220656319,771.605662453919,1.74801196638341,129.99554973589,1177.25267111645,9.59888801963439,310.990869626769,19.5269784428362,432.02318551097,28.2654133304586,53.9178081676182,20.7212968214908,33.1965113461274,84.2210751783065,123.172121381065,131.739583906459,102.267475794374,287.095467054336,2171715211.83342,12.8888888888889,8.1062929311719,3910.82560729982,0.557155580094152
"Paksong_LAO",106.383648,15.235603,155.111111111111,263.444444444444,50.5555555555556,20.4205576533345,7.23827816637912,53.9947015444938,150.787658194043,26.0735948241313,12.5928998455632,13.480694978568,21.1089322601685,18.6610974936597,21.9477516444733,18.3254126048127,2860.78010743378,767.369014980478,2.95894687210158,98.6468786389893,1588.42859826751,37.2321221036642,846.59463199134,314.916373101425,290.50456085076,66.9927921537329,43.8145093817394,0.037752139518382,43.776757242221,16.3849532090267,104.094149046237,71.8103186692163,105.643038741142,289.705459926366,1898138866.32723,5.77777777777778,7.23827816637912,4443.64289686416,0.445204840010531
"Rubona_RWA",29.77345,-2.4961167,178.444444444444,289.333333333333,56.4444444444444,20.5307386644661,10.101586365377,80.9677193802673,62.1744530127614,27.2586061211043,14.7555093854132,12.5030967356911,20.1497890032137,20.8989393683175,21.336523071678,19.9677418893004,1830.90720796488,759.254940427993,2.47846450794411,95.120483212763,1081.88334263939,48.2375883548783,154.57118729934,504.909972818125,552.46949586562,18.4243730133188,57.3534947710448,27.6447868286162,29.7087079424286,114.191360648685,149.796348662365,160.595380462171,121.000141078068,286.079190178889,2123560524.80503,0,10.101586365377,4500.80119662816,0.927589463178894
"Ruiru_KEN",36.75,-1.1,185.666666666667,349,36,17.4509645760624,9.22950317861035,67.6921244672291,116.259374480827,24.741239144774,11.0773780521954,13.6638610925787,17.8021180830455,16.7446671777532,18.8208322668853,15.9311075809894,1812.61655122021,591.013551287767,16.6553854733492,109.054353997967,1019.3060707323,117.852363477147,562.982646609637,184.405064967305,448.474243173097,33.5760853638287,54.3511885155442,11.3330697420609,43.0181187734832,78.8323576566312,130.258717726768,126.524426724318,110.985586932056,285.396884879006,2044207493.75001,9.55555555555556,9.22950317861035,3295.79655626086,0.545977932498005
"SanAntonio_GTM",-92.025022,15.532494,275,360.666666666667,138.666666666667,15.712521643446,10.3782097498374,66.752551845704,129.179520530387,23.2387596832239,7.67683952110972,15.5619201621142,16.4721587211096,14.5189349088101,16.9755845483486,13.9366606663518,955.647304117066,245.291894179769,0.00107665683996553,106.501934755839,528.563716184296,7.56305370977771,318.372427716127,20.4628935242778,489.150712141208,24.3122778162776,57.5550089280841,26.8877470147421,30.667261913342,104.341542004453,133.449118213953,138.549844029604,113.237350080698,285.394013771004,2211588956.88309,198.444444444444,10.3782097498374,2294.41788906522,0.34997425177933
"SanIgnacio_PER",-79.0641694444444,-5.1199722,151.888888888889,301.111111111111,27.7777777777778,19.4814649578319,7.21787514932796,67.3534257871818,88.4128797908586,25.5827146833231,14.8334952660929,10.7492194172302,19.3636375874722,19.5360427491839,20.6223272878874,18.452951232108,1948.30357999676,782.593103011346,28.9330526493601,85.1101619341331,1137.60208800549,155.221125993329,286.25866089308,217.36675922041,389.10118829291,30.0052601794268,48.4974721475336,17.3474980347755,31.1499741127581,69.6109178660048,122.165543769544,128.726247307783,87.0737507318071,287.234896674842,1917116186.66562,0,7.21787514932796,4068.3787841797,0.599428694157789
"StAndrew_JAM",-76.73781,18.08133,257.555555555556,376.777777777778,47,21.5382386381925,7.64705193656357,62.4695923635258,154.540113217093,28.0405471601225,15.7878855804423,12.2526615796802,22.1603542684892,21.0503954246816,23.4893598264074,19.6437810295533,1128.77262343616,329.200159341925,13.9474485567253,100.752534433034,616.57170481608,73.6381343179382,307.495207773405,130.568378406273,439.604787319473,31.7562864309988,54.1232685959115,18.224475300084,35.8987932958275,84.5506849818196,117.665783022397,137.568653199116,95.304527499152,291.304094209742,1972157198.31497,0,7.64705193656357,4844.92454867894,0.413312344781865
"StAnn_JAM",-77.35343,18.19823,169.222222222222,337.444444444444,27.4444444444444,23.1750390998311,8.2833723367039,67.8818068396541,117.036631025245,29.4255947245207,17.2045099230101,12.2210848015106,23.3908432567988,22.3090483368193,24.6389341256382,21.7992183377587,1695.29093562477,398.610633497437,33.8824815031581,76.1924925214718,781.835363159391,152.879418935019,411.59188214883,279.829718717814,454.245045415871,31.6590940076518,54.4015996295272,15.6812172604404,38.7203823690868,85.0468137844067,115.532084544949,139.465065337471,106.824327256229,291.769593687205,2037333630.92906,0,8.28337233670389,5586.70045471192,0.633188622907277
"Sumatra_IDN",98.553898,2.937337,82.7777777777778,290.777777777778,10.1111111111111,21.2084029416297,5.65603694792031,78.3518683989299,50.6154780753784,24.9955143462515,17.7616583109757,7.23385603527582,20.7875048902865,21.6257050454881,21.797747710975,20.5857175736852,2074.36375457876,651.375723091277,57.8696104713648,66.1629310447257,1025.79158761964,224.942015040593,280.058190186998,512.685340537172,305.402629186923,24.7017745302902,33.4699430903847,12.8154996479879,20.6544434423968,55.2458736638821,93.8213412946562,89.5012097251027,64.7012688888434,290.683217319684,1864322271.01043,0,5.65603694792031,4803.40264044869,0.417899189331734
"Teocelo_MEX",-97.00167,19.38611,146.555555555556,289,23.4444444444444,17.806126223333,7.72339025266543,56.0603950427285,197.823736901371,24.5861221550471,10.7863053053456,13.7998168497015,18.7395883876731,16.184106031219,19.6310615506129,15.0806930852529,2596.24596319714,658.837963678564,31.9326668272487,90.6674940137899,1303.54071632442,152.995223107945,863.173212137358,345.872152055072,314.260172378318,47.3578650177902,44.8154564371714,6.48215552301369,38.3333009141577,50.3099265351755,95.1602297806257,87.0578674145973,70.1079933773639,286.860955915608,1994411821.64473,48.4444444444444,7.72339025266543,3107.80522664388,0.417944096853286
"Toraja_IDN",120.002317,-3.021333,64.7777777777778,159,11.6666666666667,21.9316540489642,7.55717440802789,79.4411920004578,56.4019666409699,26.8502616612776,17.2972190756667,9.55304258561092,22.1499791313128,21.3965951716743,22.5219696306912,21.1566393245696,4718.85830605679,1494.29804101917,128.400689881358,67.5986203158302,2353.57417829625,519.248540955331,1028.66230942498,612.302685130915,293.269680851633,45.5323566742372,40.8130702105775,5.46701418572322,35.3460560248542,39.3622694376289,98.3987562613149,79.5270530191349,78.6946154866413,292.322983940484,1867080634.49257,0,7.55717440802788,5135.62988281251,0.330635457367052
